"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"18h","Bona","46 µg/m³","18h","Bona","44 µg/m³","20h","Bona","10 µg/m³","24/01/2019 21:00",1548360301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","45 µg/m³","20h","Bona","45 µg/m³",NA,NA,NA,"24/01/2019 21:00",1548360301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","61 µg/m³","20h","Bona","25 µg/m³","20h","Bona","7 µg/m³","24/01/2019 21:00",1548360301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"20h","Bona","55 µg/m³","20h","Bona","24 µg/m³","20h","Bona","7 µg/m³","24/01/2019 21:00",1548360301
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"20h","Bona","53 µg/m³","20h","Bona","11 µg/m³","24/01/2019 21:00",1548360301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","78 µg/m³","20h","Bona","9 µg/m³","20h","Bona","6 µg/m³","24/01/2019 21:00",1548360301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","49 µg/m³",NA,NA,NA,"24/01/2019 22:00",1548363902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"21h","Bona","26 µg/m³","21h","Bona","59 µg/m³","21h","Bona","12 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","--","--","19h","--","--","21h","Bona","10 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","45 µg/m³","20h","Bona","45 µg/m³",NA,NA,NA,"24/01/2019 22:00",1548363902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"21h","Bona","64 µg/m³","21h","Bona","22 µg/m³","21h","Bona","7 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"21h","Bona","49 µg/m³","21h","Bona","28 µg/m³","21h","Bona","7 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","50 µg/m³","21h","Bona","11 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","80 µg/m³","21h","Bona","8 µg/m³","21h","Bona","6 µg/m³","24/01/2019 22:00",1548363902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"22h","Bona","44 µg/m³",NA,NA,NA,"24/01/2019 23:00",1548367502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"22h","Bona","29 µg/m³","22h","Bona","54 µg/m³","22h","Bona","12 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"20h","--","--","20h","--","--","22h","Bona","10 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","45 µg/m³","20h","Bona","45 µg/m³",NA,NA,NA,"24/01/2019 23:00",1548367502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"22h","Bona","58 µg/m³","22h","Bona","27 µg/m³","22h","Bona","7 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"22h","Bona","39 µg/m³","22h","Bona","38 µg/m³","22h","Bona","7 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"22h","Bona","54 µg/m³","22h","Bona","11 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"22h","Bona","72 µg/m³","22h","Bona","13 µg/m³","22h","Bona","6 µg/m³","24/01/2019 23:00",1548367502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"23h","Bona","34 µg/m³",NA,NA,NA,"25/01/2019 0:00",1548371101
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Bona","12 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"23h","Bona","10 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","45 µg/m³","0h","Bona","45 µg/m³",NA,NA,NA,"25/01/2019 0:00",1548371101
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","64 µg/m³","0h","Bona","21 µg/m³","0h","Bona","7 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"23h","Bona","64 µg/m³","23h","Bona","12 µg/m³","23h","Bona","7 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"23h","Bona","44 µg/m³","23h","Bona","12 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"23h","Bona","79 µg/m³","23h","Bona","7 µg/m³","23h","Bona","6 µg/m³","25/01/2019 0:00",1548371101
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","26 µg/m³",NA,NA,NA,"25/01/2019 1:00",1548374702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","Bona","29 µg/m³","0h","Bona","54 µg/m³","0h","Bona","13 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","Bona","70 µg/m³","0h","Bona","18 µg/m³","0h","Bona","11 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","36 µg/m³","0h","Bona","48 µg/m³",NA,NA,NA,"25/01/2019 1:00",1548374702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","79 µg/m³","0h","Bona","10 µg/m³","0h","Bona","7 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","70 µg/m³","0h","Bona","8 µg/m³","0h","Bona","7 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","27 µg/m³","0h","Bona","12 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","90 µg/m³","0h","Bona","3 µg/m³","0h","Bona","6 µg/m³","25/01/2019 1:00",1548374702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","26 µg/m³",NA,NA,NA,"25/01/2019 2:00",1548378302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"23h","--","--","23h","--","--","1h","Bona","13 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","Bona","71 µg/m³","1h","Bona","19 µg/m³","1h","Bona","11 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","51 µg/m³","1h","Bona","32 µg/m³",NA,NA,NA,"25/01/2019 2:00",1548378302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","83 µg/m³","1h","Bona","9 µg/m³","1h","Bona","7 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","78 µg/m³","1h","Bona","4 µg/m³","1h","Bona","7 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","22 µg/m³","1h","Bona","12 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","94 µg/m³","1h","Bona","2 µg/m³","1h","Bona","6 µg/m³","25/01/2019 2:00",1548378302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","26 µg/m³",NA,NA,NA,"25/01/2019 3:00",1548381901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","--","--","0h","--","--","2h","Bona","14 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","31 µg/m³","2h","Bona","58 µg/m³","2h","Bona","11 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","56 µg/m³","2h","Bona","20 µg/m³",NA,NA,NA,"25/01/2019 3:00",1548381901
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","85 µg/m³","2h","Bona","9 µg/m³","2h","Bona","7 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","60 µg/m³","2h","Bona","20 µg/m³","2h","Bona","7 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","27 µg/m³","2h","Bona","12 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","98 µg/m³","2h","Bona","1 µg/m³","2h","Bona","6 µg/m³","25/01/2019 3:00",1548381901
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","--","--",NA,NA,NA,"25/01/2019 4:00",1548385502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"3h","Bona","17 µg/m³","3h","Bona","72 µg/m³","3h","Bona","13 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","11 µg/m³","3h","Bona","76 µg/m³","3h","Bona","11 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","41 µg/m³","3h","Bona","28 µg/m³",NA,NA,NA,"25/01/2019 4:00",1548385502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","64 µg/m³","3h","Bona","28 µg/m³","3h","Bona","7 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","44 µg/m³","3h","Bona","30 µg/m³","3h","Bona","7 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","28 µg/m³","3h","Bona","12 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","99 µg/m³","3h","Bona","1 µg/m³","3h","Bona","6 µg/m³","25/01/2019 4:00",1548385502
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","--","--",NA,NA,NA,"25/01/2019 5:00",1548389102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","12 µg/m³","4h","Bona","78 µg/m³","4h","Bona","14 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","11 µg/m³","4h","Bona","77 µg/m³","4h","Bona","12 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","13 µg/m³","4h","Bona","63 µg/m³",NA,NA,NA,"25/01/2019 5:00",1548389102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","58 µg/m³","4h","Bona","33 µg/m³","4h","Bona","7 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","51 µg/m³","4h","Bona","22 µg/m³","4h","Bona","8 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","35 µg/m³","4h","Bona","12 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","98 µg/m³","4h","Bona","1 µg/m³","4h","Bona","7 µg/m³","25/01/2019 5:00",1548389102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","--","--",NA,NA,NA,"25/01/2019 6:00",1548392702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","27 µg/m³","5h","Bona","61 µg/m³","5h","Bona","14 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","11 µg/m³","5h","Bona","80 µg/m³","5h","Bona","12 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","7 µg/m³","5h","Bona","68 µg/m³",NA,NA,NA,"25/01/2019 6:00",1548392702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","70 µg/m³","5h","Bona","21 µg/m³","5h","Bona","7 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","60 µg/m³","5h","Bona","16 µg/m³","6h","Bona","8 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","52 µg/m³","6h","Bona","13 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","96 µg/m³","5h","Bona","1 µg/m³","5h","Bona","7 µg/m³","25/01/2019 6:00",1548392702
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","--","--",NA,NA,NA,"25/01/2019 7:00",1548396302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","5 µg/m³","6h","Bona","84 µg/m³","6h","Bona","14 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","1 µg/m³","6h","Bona","87 µg/m³","6h","Bona","13 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","3 µg/m³","6h","Bona","70 µg/m³",NA,NA,NA,"25/01/2019 7:00",1548396302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","67 µg/m³","6h","Bona","22 µg/m³","6h","Bona","7 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","63 µg/m³","6h","Bona","14 µg/m³","6h","Bona","8 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","69 µg/m³","6h","Bona","13 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","90 µg/m³","6h","Bona","2 µg/m³","6h","Bona","7 µg/m³","25/01/2019 7:00",1548396302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","86 µg/m³",NA,NA,NA,"25/01/2019 8:00",1548399902
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"7h","Bona","3 µg/m³","7h","Regular","100 µg/m³","7h","Bona","15 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","1 µg/m³","7h","Bona","89 µg/m³","7h","Bona","13 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","2 µg/m³","7h","Bona","70 µg/m³",NA,NA,NA,"25/01/2019 8:00",1548399902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","49 µg/m³","7h","Bona","35 µg/m³","7h","Bona","7 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","15 µg/m³","7h","Bona","66 µg/m³","7h","Bona","8 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","75 µg/m³","7h","Bona","14 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","87 µg/m³","7h","Bona","2 µg/m³","7h","Bona","7 µg/m³","25/01/2019 8:00",1548399902
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Regular","93 µg/m³",NA,NA,NA,"25/01/2019 9:00",1548403502
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"8h","Bona","3 µg/m³","8h","Regular","126 µg/m³","8h","Bona","16 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"8h","Bona","1 µg/m³","8h","Regular","105 µg/m³","8h","Bona","14 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","3 µg/m³","8h","Bona","78 µg/m³",NA,NA,NA,"25/01/2019 9:00",1548403502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","31 µg/m³","8h","Bona","55 µg/m³","8h","Bona","7 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Palau Reial","Regular","IZ","01","08019057",2.1151,41.3875,"8h","Bona","1 µg/m³","8h","Regular","94 µg/m³","8h","Bona","8 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","85 µg/m³","8h","Bona","14 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","85 µg/m³","8h","Bona","3 µg/m³","8h","Bona","7 µg/m³","25/01/2019 9:00",1548403502
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Regular","107 µg/m³",NA,NA,NA,"25/01/2019 10:00",1548407102
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"9h","Bona","4 µg/m³","9h","Regular","159 µg/m³","9h","Bona","18 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"9h","Bona","2 µg/m³","9h","Regular","135 µg/m³","9h","Bona","15 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","2 µg/m³","9h","Bona","90 µg/m³",NA,NA,NA,"25/01/2019 10:00",1548407102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","17 µg/m³","9h","Bona","71 µg/m³","9h","Bona","7 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Palau Reial","Regular","IZ","01","08019057",2.1151,41.3875,"9h","Bona","1 µg/m³","9h","Regular","109 µg/m³","9h","Bona","9 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","86 µg/m³","9h","Bona","15 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","89 µg/m³","9h","Bona","2 µg/m³","9h","Bona","6 µg/m³","25/01/2019 10:00",1548407102
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Regular","107 µg/m³",NA,NA,NA,"25/01/2019 11:00",1548410702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"10h","Bona","4 µg/m³","10h","Regular","173 µg/m³","10h","Bona","22 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"10h","Bona","3 µg/m³","10h","Regular","168 µg/m³","10h","Bona","18 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"10h","Bona","3 µg/m³","10h","Regular","97 µg/m³",NA,NA,NA,"25/01/2019 11:00",1548410702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","12 µg/m³","10h","Bona","90 µg/m³","10h","Bona","7 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Palau Reial","Regular","IZ","01","08019057",2.1151,41.3875,"10h","Bona","2 µg/m³","10h","Regular","132 µg/m³","10h","Bona","10 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","89 µg/m³","10h","Bona","16 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","89 µg/m³","10h","Bona","3 µg/m³","10h","Bona","6 µg/m³","25/01/2019 11:00",1548410702
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Regular","107 µg/m³",NA,NA,NA,"25/01/2019 12:00",1548414302
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"11h","Bona","4 µg/m³","11h","Regular","150 µg/m³","11h","Bona","26 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"11h","Bona","3 µg/m³","11h","Regular","165 µg/m³","11h","Bona","21 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"11h","Bona","5 µg/m³","11h","Regular","98 µg/m³",NA,NA,NA,"25/01/2019 12:00",1548414302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","13 µg/m³","11h","Bona","89 µg/m³","11h","Bona","8 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Palau Reial","Regular","IZ","01","08019057",2.1151,41.3875,"11h","Bona","7 µg/m³","11h","Regular","122 µg/m³","11h","Bona","13 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Regular","93 µg/m³","11h","Bona","18 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","36 µg/m³","11h","Bona","77 µg/m³","11h","Bona","7 µg/m³","25/01/2019 12:00",1548414302
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","--","--",NA,NA,NA,"25/01/2019 13:00",1548417902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","14 µg/m³","12h","Bona","80 µg/m³","12h","Bona","27 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"12h","Bona","13 µg/m³","12h","Regular","108 µg/m³","12h","Bona","23 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"12h","Bona","7 µg/m³","12h","Regular","104 µg/m³",NA,NA,NA,"25/01/2019 13:00",1548417902
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"11h","Bona","13 µg/m³","12h","Regular","98 µg/m³","12h","Bona","10 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","38 µg/m³","12h","Bona","40 µg/m³","12h","Bona","13 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Regular","92 µg/m³","12h","Bona","19 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","34 µg/m³","12h","Bona","70 µg/m³","12h","Bona","8 µg/m³","25/01/2019 13:00",1548417902
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","--","--",NA,NA,NA,"25/01/2019 14:00",1548421502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","18 µg/m³","13h","Bona","88 µg/m³","13h","Bona","28 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"13h","Bona","12 µg/m³","13h","Regular","106 µg/m³","13h","Bona","24 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"13h","Bona","11 µg/m³","13h","Regular","101 µg/m³",NA,NA,NA,"25/01/2019 14:00",1548421502
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"11h","Bona","13 µg/m³","13h","Regular","100 µg/m³","13h","Bona","11 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"13h","Bona","38 µg/m³","13h","Bona","45 µg/m³","13h","Bona","14 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Regular","110 µg/m³","13h","Bona","21 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","48 µg/m³","13h","Bona","45 µg/m³","13h","Bona","8 µg/m³","25/01/2019 14:00",1548421502
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","--","--",NA,NA,NA,"25/01/2019 15:00",1548425101
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","18 µg/m³","13h","Bona","88 µg/m³","14h","Bona","28 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"14h","Bona","7 µg/m³","14h","Regular","120 µg/m³","14h","Bona","26 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"14h","Bona","22 µg/m³","14h","Bona","77 µg/m³",NA,NA,NA,"25/01/2019 15:00",1548425101
